minute,ic_mean,ic_std,ic_n,ic_t,rankic_mean,rankic_std,rankic_n,rankic_t
935,0.001,0.1779,250,0.0933,-0.0071,0.1729,250,-0.6467
936,-0.0132,0.1649,250,-1.2642,-0.0197,0.1546,250,-2.0165
937,-0.0222,0.1581,250,-2.2176,-0.0262,0.1501,250,-2.7637
938,-0.0196,0.1545,250,-2.0081,-0.0206,0.1472,250,-2.2078
939,-0.0008,0.1492,250,-0.0894,-0.0038,0.1443,250,-0.4147
940,0.0005,0.1422,250,0.0568,0.0003,0.1363,250,0.0405
941,-0.0001,0.1328,250,-0.0065,-0.0074,0.1288,250,-0.9079
942,-0.0129,0.146,250,-1.3946,-0.0228,0.1368,250,-2.6353
943,-0.0123,0.1514,250,-1.2863,-0.0241,0.143,250,-2.6649
944,-0.0198,0.1611,250,-1.938,-0.0277,0.1496,250,-2.9221
945,-0.0057,0.1627,250,-0.5585,-0.0139,0.152,250,-1.4448
946,-0.002,0.1602,250,-0.1937,-0.006,0.1527,250,-0.6211
947,-0.0002,0.1724,250,-0.0189,-0.0025,0.1628,250,-0.2428
948,-0.0101,0.1669,250,-0.9545,-0.0116,0.1577,250,-1.1642
949,0.0096,0.1718,250,0.8795,0.0013,0.1628,250,0.1276
950,0.0143,0.1618,250,1.4009,0.0093,0.1553,250,0.9472
951,0.0088,0.1678,250,0.8311,0.0061,0.1585,250,0.6104
952,0.0059,0.1651,250,0.5671,0.0009,0.1516,250,0.0989
953,0.0245,0.1661,250,2.332,0.0165,0.1514,250,1.7274
954,0.0259,0.1619,250,2.5263,0.0143,0.1484,250,1.5265
955,0.0136,0.1668,250,1.292,0.009,0.1567,250,0.9108
956,-0.0096,0.1737,250,-0.8738,-0.012,0.1646,250,-1.1562
957,-0.0115,0.1694,250,-1.078,-0.0228,0.161,250,-2.2385
958,-0.0122,0.1636,250,-1.183,-0.0217,0.1506,250,-2.2745
959,-0.0245,0.1655,250,-2.3358,-0.0344,0.1563,250,-3.4843
1000,-0.032,0.1745,250,-2.9019,-0.0369,0.1637,250,-3.5698
1001,-0.022,0.1694,250,-2.0513,-0.0332,0.1562,250,-3.3589
1002,-0.0119,0.1563,250,-1.208,-0.0164,0.1493,250,-1.7375
1003,-0.0153,0.1541,250,-1.5667,-0.0176,0.1496,250,-1.8577
1004,-0.0204,0.1684,250,-1.9107,-0.0187,0.1597,250,-1.8491
1005,-0.0089,0.1731,250,-0.8119,-0.0069,0.1604,250,-0.6838
1006,-0.0017,0.1781,250,-0.1496,0.0002,0.1663,250,0.0179
1007,-0.0206,0.1796,250,-1.8097,-0.019,0.1674,250,-1.7971
1008,-0.0218,0.1655,250,-2.0862,-0.0236,0.1583,250,-2.3526
1009,-0.0193,0.1603,250,-1.8991,-0.0249,0.1488,250,-2.6448
1010,-0.0055,0.164,250,-0.5267,-0.0146,0.1545,250,-1.498
1011,-0.01,0.1685,250,-0.9384,-0.0167,0.1571,250,-1.6828
1012,-0.032,0.1842,250,-2.7475,-0.039,0.1752,250,-3.5241
1013,-0.0286,0.1714,250,-2.6353,-0.0382,0.1649,250,-3.667
1014,-0.0174,0.1737,250,-1.5857,-0.0302,0.165,250,-2.8937
1015,-0.0094,0.1701,250,-0.8698,-0.0208,0.1649,250,-1.9976
1016,0.0095,0.1751,250,0.8554,-0.0046,0.1697,250,-0.4309
1017,0.0148,0.1624,250,1.4445,0.0026,0.1614,250,0.2542
1018,0.0163,0.1646,250,1.5697,0.0091,0.1605,250,0.8933
1019,0.005,0.1598,250,0.4928,-0.001,0.1546,250,-0.1038
1020,-0.0015,0.17,250,-0.1415,-0.0063,0.1644,250,-0.6039
1021,-0.0093,0.1898,250,-0.7743,-0.0106,0.183,250,-0.9193
1022,-0.0127,0.171,250,-1.171,-0.0163,0.1648,250,-1.5687
1023,-0.0208,0.1699,250,-1.9368,-0.0238,0.1622,250,-2.3157
1024,-0.0224,0.1651,250,-2.1498,-0.0237,0.1566,250,-2.3964
1025,-0.023,0.169,250,-2.1478,-0.0269,0.1633,250,-2.6073
1026,-0.0169,0.1768,250,-1.5105,-0.0217,0.1753,250,-1.9615
1027,-0.006,0.1742,250,-0.5474,-0.0125,0.1768,250,-1.1173
1028,-0.0032,0.1724,250,-0.2899,-0.0153,0.1708,250,-1.4204
1029,-0.0043,0.1793,250,-0.3749,-0.0136,0.1723,250,-1.2441
1030,0.0026,0.173,250,0.2409,-0.007,0.1635,250,-0.6811
1031,0.0183,0.1696,250,1.7064,0.0056,0.1565,250,0.5609
1032,0.014,0.1641,250,1.3468,0.0005,0.1535,250,0.0527
1033,0.0044,0.1626,250,0.4316,-0.0079,0.1501,250,-0.8367
1034,0.009,0.1668,250,0.8549,-0.0038,0.1537,250,-0.3902
1035,0.0027,0.1679,250,0.2516,-0.0124,0.1566,250,-1.2539
1036,-0.0068,0.1768,250,-0.606,-0.0192,0.1718,250,-1.7709
1037,-0.0168,0.1739,250,-1.5261,-0.0258,0.1672,250,-2.4421
1038,-0.029,0.167,250,-2.7465,-0.0363,0.1662,250,-3.4574
1039,-0.0435,0.1699,250,-4.0427,-0.0444,0.1635,250,-4.2967
1040,-0.0397,0.1651,250,-3.7979,-0.0404,0.1558,250,-4.1022
1041,-0.0248,0.1595,250,-2.4611,-0.028,0.1495,250,-2.9574
1042,-0.0244,0.1605,250,-2.4053,-0.0264,0.1511,250,-2.7651
1043,-0.0251,0.1588,250,-2.5034,-0.0296,0.1458,250,-3.2036
1044,-0.0315,0.17,250,-2.9297,-0.0334,0.1583,250,-3.3362
1045,-0.0312,0.1718,250,-2.8675,-0.035,0.1594,250,-3.469
1046,-0.0232,0.181,250,-2.0281,-0.0332,0.166,250,-3.1647
1047,-0.034,0.1647,250,-3.2676,-0.039,0.1533,250,-4.0204
1048,-0.0303,0.1592,250,-3.0086,-0.0342,0.1477,250,-3.6559
1049,-0.0291,0.1548,250,-2.9684,-0.032,0.1431,250,-3.5352
1050,-0.027,0.1639,250,-2.6071,-0.0314,0.1536,250,-3.2361
1051,0.0162,0.1422,250,1.7995,0.0038,0.135,250,0.4507
1052,0.0302,0.1491,250,3.206,0.0195,0.141,250,2.182
1053,0.0215,0.1649,250,2.0632,0.0097,0.157,250,0.9733
1054,-0.0004,0.1729,250,-0.0335,-0.0137,0.1703,250,-1.2738
1055,-0.0045,0.1726,250,-0.4087,-0.017,0.1698,250,-1.5793
1056,-0.0005,0.1611,250,-0.0539,-0.009,0.1559,250,-0.9107
1057,0.0078,0.1543,250,0.7974,-0.0003,0.1507,250,-0.0354
1058,0.01,0.1584,250,0.9965,0.0024,0.1561,250,0.2415
1059,-0.005,0.1735,250,-0.4559,-0.0101,0.1677,250,-0.9521
1100,-0.0032,0.1729,250,-0.2937,-0.0093,0.1697,250,-0.8651
1101,0.0039,0.1721,250,0.3554,-0.0086,0.1561,250,-0.8662
1102,-0.0188,0.188,250,-1.5835,-0.0292,0.1703,250,-2.7153
1103,-0.0212,0.1776,250,-1.8877,-0.0258,0.158,250,-2.5798
1104,-0.0277,0.1705,250,-2.5682,-0.0326,0.155,250,-3.3271
1105,-0.0313,0.1744,250,-2.8339,-0.0344,0.1582,250,-3.4378
1106,-0.0089,0.1598,250,-0.8845,-0.0173,0.1462,250,-1.8711
1107,0.003,0.1612,250,0.2926,-0.0083,0.1503,250,-0.8722
1108,0.0097,0.1631,250,0.9438,-0.0027,0.1572,250,-0.273
1109,-0.001,0.158,250,-0.0971,-0.0091,0.1495,250,-0.9621
1110,0.011,0.1476,250,1.1742,-0.0014,0.1401,250,-0.1618
1111,0.0145,0.1527,250,1.506,0.0016,0.1456,250,0.1763
1112,0.0064,0.1699,250,0.5914,0.0014,0.1518,250,0.1433
1113,0.0004,0.1624,250,0.0357,-0.0047,0.1497,250,-0.4989
1114,-0.0047,0.1616,250,-0.4554,-0.0093,0.1546,250,-0.9487
1115,-0.0147,0.163,250,-1.4301,-0.0138,0.1522,250,-1.4341
1116,-0.0188,0.1611,250,-1.8462,-0.0217,0.1559,250,-2.2052
1117,0.0044,0.1513,250,0.4614,-0.0088,0.1479,250,-0.9418
1118,-0.0051,0.1676,250,-0.4823,-0.0136,0.1588,250,-1.35
1119,-0.0109,0.1685,250,-1.0217,-0.0125,0.1519,250,-1.3022
1120,-0.0199,0.1683,250,-1.8711,-0.0212,0.1561,250,-2.1432
1121,-0.0298,0.1679,250,-2.8078,-0.0326,0.1576,250,-3.2699
1122,-0.0268,0.1562,250,-2.7102,-0.0289,0.1517,250,-3.0082
1123,-0.0092,0.1538,250,-0.9408,-0.0186,0.1461,250,-2.0097
1124,-0.0069,0.1602,250,-0.6842,-0.0161,0.1484,250,-1.7151
1125,-0.0142,0.1605,250,-1.3952,-0.0213,0.1462,250,-2.2985
1126,-0.019,0.1678,250,-1.794,-0.0287,0.1532,250,-2.9659
1127,-0.0277,0.1641,250,-2.6663,-0.0371,0.1549,250,-3.7842
1128,-0.0189,0.1689,250,-1.7683,-0.0348,0.1611,250,-3.4187
1129,0.0015,0.1684,250,0.1391,-0.0162,0.1532,250,-1.6677
1130,0.0106,0.1566,250,1.0694,-0.0048,0.1409,250,-0.5385
1131,-0.0101,0.1564,250,-1.0193,-0.0238,0.14,250,-2.6841
1132,-0.0204,0.1749,250,-1.8432,-0.0318,0.1592,250,-3.158
1133,-0.0237,0.1674,250,-2.2347,-0.0307,0.155,250,-3.1359
1134,-0.0129,0.1666,250,-1.2222,-0.0175,0.1535,250,-1.7997
1135,-0.0109,0.1507,250,-1.1432,-0.013,0.1373,250,-1.4974
1136,-0.0136,0.1652,250,-1.297,-0.0111,0.1491,250,-1.1742
1137,-0.0229,0.1709,250,-2.1164,-0.0244,0.1542,250,-2.4979
1138,-0.0362,0.1694,250,-3.3829,-0.0364,0.1497,250,-3.8482
1139,-0.0356,0.1705,250,-3.2988,-0.0369,0.1581,250,-3.6847
1140,-0.0293,0.1563,250,-2.9619,-0.0302,0.1495,250,-3.1912
1141,-0.0115,0.1645,250,-1.1024,-0.0213,0.155,250,-2.1694
1142,-0.0206,0.1648,250,-1.9788,-0.0237,0.1536,250,-2.4367
1143,-0.0186,0.1621,250,-1.8146,-0.026,0.1454,250,-2.8318
1144,-0.0215,0.1509,250,-2.2552,-0.0299,0.135,250,-3.4995
1145,-0.0244,0.1535,250,-2.5175,-0.0261,0.1386,250,-2.9741
1146,-0.0257,0.1479,250,-2.7472,-0.0327,0.1441,250,-3.5913
1147,-0.013,0.1377,250,-1.491,-0.0246,0.13,250,-2.9961
1148,-0.0165,0.1521,250,-1.7128,-0.0233,0.1443,250,-2.5539
1149,-0.0305,0.1437,250,-3.352,-0.0344,0.1361,250,-3.99
1150,-0.0389,0.1505,250,-4.0807,-0.0456,0.139,250,-5.182
1151,-0.04,0.1473,250,-4.2987,-0.0438,0.1436,250,-4.8169
1152,-0.0378,0.1461,250,-4.0883,-0.0391,0.1336,250,-4.6239
1153,-0.0348,0.1415,250,-3.8823,-0.0347,0.1343,250,-4.0921
1154,-0.0268,0.1407,250,-3.0057,-0.0297,0.1251,250,-3.7551
1155,-0.0198,0.1434,250,-2.1884,-0.0237,0.127,250,-2.9452
1156,-0.0281,0.1481,250,-2.9985,-0.0324,0.1361,250,-3.7643
1157,-0.0296,0.1427,250,-3.2757,-0.0376,0.131,250,-4.5373
1158,-0.027,0.1585,250,-2.692,-0.0331,0.1434,250,-3.6521
1159,-0.016,0.1531,250,-1.6549,-0.028,0.14,250,-3.1575
1200,-0.0059,0.1481,250,-0.6249,-0.0102,0.1393,250,-1.1611
1201,-0.0024,0.1412,250,-0.2728,-0.0102,0.1262,250,-1.2811
