date,n_obs,n_null,n_outlier,mean_all,mean_clean,std_clean,outlier_pct
2025-09-05,183509,8097,57571,-1211775.0,-0.00035753948031924665,0.21743206679821014,30.04655386574533
2025-09-08,183266,8361,55338,-102547.234,-0.005077278707176447,0.21539883315563202,28.87797648556832
2025-09-09,182081,9532,51302,-24828.21,0.00053740618750453,0.21361467242240906,26.77375752167129
2025-09-10,183009,8613,57907,-540597.9,-0.005090277176350355,0.21851462125778198,30.219390257903584
2025-09-11,183045,8589,55091,471980.1,-0.0070812515914440155,0.21668410301208496,28.748030099042964
2025-09-12,181751,9848,52678,-273514.62,0.008509799838066101,0.21544061601161957,27.49388044822781
2025-09-15,182833,8781,58231,-403303.97,0.005493721459060907,0.21993762254714966,30.389741876898345
2025-09-16,183484,8137,56973,-29838.914,-0.0016071880236268044,0.21900098025798798,29.732127480808472
2025-09-17,183395,8228,56753,83735.35,2.956671960419044e-05,0.21911174058914185,29.617008396695592
2025-09-18,183541,8087,54119,-40824.723,-0.0016765858745202422,0.2160920351743698,28.24169745548667
2025-09-19,182880,8738,52131,1090010.0,0.002131400629878044,0.2142578661441803,27.20569048836748
2025-09-22,182116,9516,52099,-616545.25,-0.013700536452233791,0.21499142050743103,27.187004258161473
2025-09-23,181335,10272,49954,695388.5,-0.0014630256919190288,0.2116324007511139,26.07107255997954
2025-09-24,181407,10201,48740,-186897.25,0.0019844984635710716,0.21168825030326843,25.43735125882009
2025-09-25,182940,8668,52360,9379.228,0.0053465585224330425,0.2143886238336563,27.326625193102583
2025-09-26,181934,9653,49278,-113086.445,-0.003985208459198475,0.2135329246520996,25.720951839112256
2025-09-29,181322,10284,49011,258934.22,-0.0012058467837050557,0.21203871071338654,25.579052848031896
2025-09-30,181862,9745,51122,-393971.3,-0.0010861251503229141,0.21341486275196075,26.68065362956468
2025-10-01,182210,9415,55381,29203.371,-0.0009619904449209571,0.21642395853996277,28.900717547292892
2025-10-02,181822,9773,52349,-307753.03,-0.009265614673495293,0.21390745043754578,27.32273806727733
2025-10-03,181358,10250,51114,29719.215,8.503537537762895e-05,0.21231354773044586,26.676339192518057
2025-10-06,181848,9768,50636,10691.195,-0.0025524429511278868,0.21172668039798737,26.425768203072813
2025-10-07,181777,9848,50112,-171640.03,0.004125937353819609,0.2097594439983368,26.15107632093934
2025-10-08,180589,11025,47983,240105.61,-0.002715896349400282,0.21059204638004303,25.041489661506986
2025-10-09,181193,10427,48112,-57161.766,-0.0018998028244823217,0.21062248945236206,25.108026302056153
2025-10-10,182778,8840,51876,-175370.31,0.006035796366631985,0.21331994235515594,27.072613220052393
2025-10-13,182121,9508,47337,509231.72,-0.0072632464580237865,0.21153122186660767,24.702419779887176
2025-10-14,181877,9755,47930,171560.31,-0.012489357963204384,0.20926986634731293,25.011480337313184
2025-10-15,181921,9699,48144,442248.72,-0.000456564303021878,0.21011729538440704,25.124726020248406
2025-10-16,183175,8451,52622,77402.56,0.0010383666958659887,0.213699072599411,27.460782983519984
2025-10-17,181924,9692,47595,395391.97,0.0006635813624598086,0.21140900254249573,24.83873997995992
2025-10-20,60008,131600,17647,-454480.97,-0.0042915488593280315,0.22160673141479492,9.209949480188719
2025-10-21,0,191593,0,,,,0.0
2025-10-22,60430,131167,20210,165626.27,-0.0003766582813113928,0.22477708756923676,10.548181860885087
2025-10-23,60115,131500,19101,98902.22,-0.007449278607964516,0.2235104888677597,9.96842627142969
2025-10-24,60004,131616,17771,1237024.9,-0.002844827249646187,0.22303900122642517,9.274084124830393
2025-10-27,60109,131508,19723,194921.6,-0.0015726404963061213,0.22574950754642487,10.292928080493901
2025-10-28,60193,131417,20436,-274641.84,0.005651689134538174,0.22634801268577576,10.665414122436198
2025-10-29,60399,131211,22095,242062.02,-0.0032180051784962416,0.22603349387645721,11.5312353217473
2025-10-30,60387,131225,22440,-99728.234,0.0005213768454268575,0.23065364360809326,11.711166315262092
2025-10-31,60354,130892,21711,-280470.2,-0.002274156082421541,0.22795487940311432,11.352394298442842
2025-11-03,60672,130578,23252,139783.44,0.00015836440434213728,0.2330860048532486,12.157908496732025
